2018-08-22 12:50:02.029027	1100	200
2018-08-22 12:50:50.792647	1101	200
2018-08-22 12:51:39.700179	1102	200
2018-08-22 12:52:29.040453	1103	200
2018-08-22 12:53:17.850584	1104	200
2018-08-22 12:54:06.529947	1105	200
2018-08-22 12:54:55.380649	1106	200
2018-08-22 12:55:44.857126	1107	200
2018-08-22 12:56:35.076167	1108	200
2018-08-22 12:57:25.817867	1109	200
2018-08-22 12:58:13.953707	1110	200
2018-08-22 12:59:03.498384	1111	200
2018-08-22 12:59:52.181707	1112	200
2018-08-22 13:00:41.356503	1113	200
2018-08-22 13:01:29.176353	1114	200
2018-08-22 13:02:17.719379	1115	200
2018-08-22 13:03:07.530875	1116	200
2018-08-22 13:03:56.910490	1117	200
2018-08-22 13:04:44.907779	1118	200
2018-08-22 13:05:33.166941	1119	200
2018-08-22 13:06:22.523170	1120	200
2018-08-22 13:07:11.448595	1121	200
2018-08-22 13:07:59.775409	1122	200
2018-08-22 13:08:48.732109	1123	200
2018-08-22 13:09:37.085266	1124	200
2018-08-22 13:10:25.144392	1125	200
2018-08-22 13:11:14.773719	1126	200
2018-08-22 13:12:02.797665	1127	200
2018-08-22 13:12:52.016906	1128	200
2018-08-22 13:13:40.907613	1129	200
2018-08-22 13:14:29.500712	1130	200
2018-08-22 13:15:19.537355	1131	200
2018-08-22 13:16:08.514871	1132	200
2018-08-22 13:16:56.539561	1133	200
2018-08-22 13:17:47.470739	1134	200
2018-08-22 13:18:37.314073	1135	200
2018-08-22 13:19:26.164763	1136	200
2018-08-22 13:20:16.663685	1137	200
2018-08-22 13:21:05.267500	1138	200
2018-08-22 13:21:55.518429	1139	200
2018-08-22 13:22:45.303982	1140	200
2018-08-22 13:23:35.527809	1141	200
2018-08-22 13:24:25.696314	1142	200
2018-08-22 13:25:14.880523	1143	200
2018-08-22 13:26:03.170241	1144	200
2018-08-22 13:26:52.950944	1145	200
2018-08-22 13:27:41.850383	1146	200
2018-08-22 13:28:30.751528	1147	200
2018-08-22 13:29:19.068855	1148	200
2018-08-22 13:30:07.827084	1149	200
2018-08-22 13:30:56.510225	1150	200
2018-08-22 13:31:45.692299	1151	200
2018-08-22 13:32:35.573973	1152	200
2018-08-22 13:33:25.392598	1153	200
2018-08-22 13:34:13.898480	1154	200
2018-08-22 13:35:03.421032	1155	200
2018-08-22 13:35:52.640168	1156	200
2018-08-22 13:36:42.750024	1157	200
2018-08-22 13:37:31.662626	1158	200
2018-08-22 13:38:21.706880	1159	200
2018-08-22 13:39:10.690935	1160	200
2018-08-22 13:39:59.196251	1161	200
2018-08-22 13:40:49.437357	1162	200
2018-08-22 13:41:38.889799	1163	200
2018-08-22 13:42:27.763299	1164	200
2018-08-22 13:43:16.712036	1165	200
2018-08-22 13:44:06.747055	1166	200
2018-08-22 13:44:55.421999	1167	200
2018-08-22 13:45:43.965416	1168	200
2018-08-22 13:46:33.125652	1169	200
2018-08-22 13:47:23.005213	1170	200
2018-08-22 13:48:10.992074	1171	200
2018-08-22 13:49:00.811994	1172	200
2018-08-22 13:49:49.064438	1173	200
2018-08-22 13:50:38.234811	1174	200
2018-08-22 13:51:25.930986	1175	200
2018-08-22 13:52:14.227393	1176	200
2018-08-22 13:53:03.461009	1177	200
2018-08-22 13:53:52.782778	1178	200
2018-08-22 13:54:42.520890	1179	200
2018-08-22 13:55:32.003624	1180	200
2018-08-22 13:56:21.017207	1181	200
