proxy	time	saved	missed	error
93.179.66.57:8080	2018-08-24 23:49:20.341898	1	0	1
91.241.40.210:41258	2018-08-24 23:50:35.508729	1	0	1
78.188.91.98:21231	2018-08-24 23:50:54.570088	1	0	0
94.101.140.10:21231	2018-08-24 23:51:01.600876	1	0	0
103.88.142.54:21231	2018-08-24 23:51:20.338570	1	0	1
182.55.250.98:80	2018-08-24 23:54:44.400715	1	0	1
183.90.70.134:80	2018-08-24 23:55:59.601405	1	0	1
93.91.196.30:8080	2018-08-24 23:57:26.920014	1	0	1
197.255.216.26:8080	2018-08-24 23:58:42.062154	1	0	1
77.237.15.225:8080	2018-08-24 23:58:49.010799	1	0	0
81.163.57.121:41258	2018-08-25 00:00:04.149796	1	0	1
31.46.33.60:21213	2018-08-25 00:00:10.580494	1	0	0
176.117.195.68:21213	2018-08-25 00:00:44.620277	1	0	1
169.56.137.78:8088	2018-08-25 00:01:59.779553	1	0	1
92.242.255.85:21213	2018-08-25 00:02:08.023645	1	0	0
200.124.59.116:53281	2018-08-25 00:03:21.121934	1	0	0
78.108.108.192:21231	2018-08-25 00:03:26.324960	1	0	0
95.67.174.94:8080	2018-08-25 00:03:49.855204	1	0	0
105.22.72.110:8080	2018-08-25 00:04:00.372986	1	0	0
172.92.73.61:53281	2018-08-25 00:04:13.845850	1	0	0
37.247.28.21:21231	2018-08-25 00:04:21.926817	1	0	0
78.156.225.170:41258	2018-08-25 00:04:38.506817	1	0	0
83.144.67.2:21231	2018-08-25 00:04:52.577007	1	0	1
176.99.114.47:6666	2018-08-25 00:05:12.434592	1	0	0
140.227.54.68:3129	2018-08-25 00:07:26.225954	1	0	0
167.99.166.163:8080	2018-08-25 00:07:29.219208	1	0	0
185.133.225.210:21231	2018-08-25 00:07:41.184831	1	0	0
140.227.53.72:3129	2018-08-25 00:10:47.415227	1	0	0
201.16.148.169:8080	2018-08-25 00:10:47.661614	1	0	1
05.197.183.222:8080	2018-08-25 00:10:55.021174	1	0	0
185.133.226.154:21231	2018-08-25 00:11:07.662131	1	0	0
103.80.240.126:8080	2018-08-25 00:13:24.364870	1	0	0
93.179.66.57:8080	2018-08-25 00:13:37.292317	1	0	0
91.241.40.210:41258	2018-08-25 00:15:10.275971	1	0	1
78.188.91.98:21231	2018-08-25 00:15:30.335113	1	0	0
94.101.140.10:21231	2018-08-25 00:15:47.561605	1	0	0
103.88.142.54:21231	2018-08-25 00:16:20.803944	1	0	0
182.55.250.98:80	2018-08-25 00:19:37.998708	1	0	1
183.90.70.134:80	2018-08-25 00:20:53.150620	1	0	1
93.91.196.30:8080	2018-08-25 00:21:10.974697	1	0	0
197.255.216.26:8080	2018-08-25 00:22:26.111438	1	0	1
77.237.15.225:8080	2018-08-25 00:22:31.903913	1	0	0
81.163.57.121:41258	2018-08-25 00:23:47.426792	1	0	1
31.46.33.60:21213	2018-08-25 00:24:01.101036	1	0	0
176.117.195.68:21213	2018-08-25 00:24:13.822669	1	0	0
169.56.137.78:8088	2018-08-25 00:25:28.995552	1	0	1
92.242.255.85:21213	2018-08-25 00:25:48.501543	1	0	1
200.124.59.116:53281	2018-08-25 00:25:55.164784	1	0	0
78.108.108.192:21231	2018-08-25 00:26:02.519804	1	0	0
95.67.174.94:8080	2018-08-25 00:27:17.639327	1	0	1
105.22.72.110:8080	2018-08-25 00:27:29.879406	1	0	0
172.92.73.61:53281	2018-08-25 00:27:38.347640	1	0	0
37.247.28.21:21231	2018-08-25 00:27:55.768003	1	0	0
78.156.225.170:41258	2018-08-25 00:28:50.057621	1	0	1
83.144.67.2:21231	2018-08-25 00:29:02.547956	1	0	0
176.99.114.47:6666	2018-08-25 00:29:19.339309	1	0	1
140.227.54.68:3129	2018-08-25 00:30:34.490651	1	0	1
167.99.166.163:8080	2018-08-25 00:30:36.844906	1	0	0
185.133.225.210:21231	2018-08-25 00:30:48.535680	1	0	0
140.227.53.72:3129	2018-08-25 00:33:45.450642	1	0	0
201.16.148.169:8080	2018-08-25 00:33:51.231227	1	0	0
05.197.183.222:8080	2018-08-25 00:33:58.892794	1	0	0
185.133.226.154:21231	2018-08-25 00:34:19.680769	1	0	1
103.80.240.126:8080	2018-08-25 00:44:00.493888	1	0	1
93.179.66.57:8080	2018-08-25 00:44:29.107438	1	0	0
91.241.40.210:41258	2018-08-25 00:44:41.257931	1	0	0
78.188.91.98:21231	2018-08-25 00:45:03.478499	1	0	0
94.101.140.10:21231	2018-08-25 00:45:10.518168	1	0	0
103.88.142.54:21231	2018-08-25 00:45:28.149086	1	0	0
182.55.250.98:80	2018-08-25 00:48:49.455088	1	0	1
183.90.70.134:80	2018-08-25 00:50:04.594248	1	0	1
93.91.196.30:8080	2018-08-25 00:50:35.296103	1	0	0
197.255.216.26:8080	2018-08-25 00:51:50.471881	1	0	1
77.237.15.225:8080	2018-08-25 00:51:55.476331	1	0	0
81.163.57.121:41258	2018-08-25 00:52:01.615340	1	0	0
31.46.33.60:21213	2018-08-25 00:52:07.291620	1	0	0
176.117.195.68:21213	2018-08-25 00:53:22.479021	1	0	1
169.56.137.78:8088	2018-08-25 00:54:37.602260	1	0	1
92.242.255.85:21213	2018-08-25 00:54:48.685779	1	0	0
200.124.59.116:53281	2018-08-25 00:54:53.956452	1	0	0
78.108.108.192:21231	2018-08-25 00:55:04.620837	1	0	0
95.67.174.94:8080	2018-08-25 00:55:13.596268	1	0	0
105.22.72.110:8080	2018-08-25 00:55:27.903078	1	0	0
172.92.73.61:53281	2018-08-25 00:55:33.061768	1	0	0
37.247.28.21:21231	2018-08-25 00:55:44.131281	1	0	0
78.156.225.170:41258	2018-08-25 00:55:50.379091	1	0	0
83.144.67.2:21231	2018-08-25 00:56:01.031044	1	0	1
176.99.114.47:6666	2018-08-25 00:56:28.121214	1	0	1
140.227.54.68:3129	2018-08-25 00:57:43.254567	1	0	1
167.99.166.163:8080	2018-08-25 00:57:46.232872	1	0	0
185.133.225.210:21231	2018-08-25 00:57:53.407542	1	0	1
140.227.53.72:3129	2018-08-25 00:59:17.669679	1	0	0
201.16.148.169:8080	2018-08-25 00:59:22.892688	1	0	0
05.197.183.222:8080	2018-08-25 00:59:29.766964	1	0	0
185.133.226.154:21231	2018-08-25 00:59:58.852058	1	0	0
103.80.240.126:8080	2018-08-25 01:03:02.547539	1	0	0
93.179.66.57:8080	2018-08-25 01:03:18.533266	1	0	0
91.241.40.210:41258	2018-08-25 01:04:33.660323	1	0	1
78.188.91.98:21231	2018-08-25 01:04:41.480135	1	0	1
94.101.140.10:21231	2018-08-25 01:05:05.422397	1	0	1
103.88.142.54:21231	2018-08-25 01:05:32.335354	1	0	0
182.55.250.98:80	2018-08-25 01:08:49.508625	1	0	1
183.90.70.134:80	2018-08-25 01:10:04.667748	1	0	1
93.91.196.30:8080	2018-08-25 01:10:19.051798	1	0	0
197.255.216.26:8080	2018-08-25 01:11:34.193481	1	0	1
77.237.15.225:8080	2018-08-25 01:11:42.328420	1	0	0
81.163.57.121:41258	2018-08-25 01:11:54.512630	1	0	0
31.46.33.60:21213	2018-08-25 01:12:06.620351	1	0	0
176.117.195.68:21213	2018-08-25 01:12:12.764315	1	0	0
169.56.137.78:8088	2018-08-25 01:13:27.885149	1	0	1
92.242.255.85:21213	2018-08-25 01:13:37.525261	1	0	0
200.124.59.116:53281	2018-08-25 01:13:43.254772	1	0	0
78.108.108.192:21231	2018-08-25 01:13:53.918114	1	0	1
95.67.174.94:8080	2018-08-25 01:14:06.006169	1	0	0
105.22.72.110:8080	2018-08-25 01:14:26.790678	1	0	0
172.92.73.61:53281	2018-08-25 01:15:12.914653	1	0	0
37.247.28.21:21231	2018-08-25 01:16:31.553954	1	0	0
78.156.225.170:41258	2018-08-25 01:16:49.735615	1	0	0
83.144.67.2:21231	2018-08-25 01:16:57.300683	1	0	0
176.99.114.47:6666	2018-08-25 01:18:12.487966	1	0	1
140.227.54.68:3129	2018-08-25 01:19:18.321688	1	0	1
167.99.166.163:8080	2018-08-25 01:19:21.609476	1	0	0
185.133.225.210:21231	2018-08-25 01:19:35.111977	1	0	0
140.227.53.72:3129	2018-08-25 01:21:45.918287	1	0	0
201.16.148.169:8080	2018-08-25 01:21:51.204772	1	0	0
05.197.183.222:8080	2018-08-25 01:21:59.605235	1	0	0
185.133.226.154:21231	2018-08-25 01:22:02.362486	1	0	1
103.80.240.126:8080	2018-08-25 01:25:33.912260	1	0	0
93.179.66.57:8080	2018-08-25 01:25:44.132244	1	0	0
91.241.40.210:41258	2018-08-25 01:25:56.016577	1	0	0
78.188.91.98:21231	2018-08-25 01:27:11.180555	1	0	1
94.101.140.10:21231	2018-08-25 01:27:24.096809	1	0	0
103.88.142.54:21231	2018-08-25 01:28:49.093078	1	0	1
182.55.250.98:80	2018-08-25 01:32:00.060194	1	0	1
183.90.70.134:80	2018-08-25 01:33:15.190995	1	0	1
93.91.196.30:8080	2018-08-25 01:33:40.061810	1	0	0
197.255.216.26:8080	2018-08-25 01:34:55.198800	1	0	1
77.237.15.225:8080	2018-08-25 01:35:11.412254	1	0	0
81.163.57.121:41258	2018-08-25 01:35:18.337090	1	0	0
31.46.33.60:21213	2018-08-25 01:35:46.681203	1	0	0
176.117.195.68:21213	2018-08-25 01:35:53.387451	1	0	0
169.56.137.78:8088	2018-08-25 01:37:08.530691	1	0	1
92.242.255.85:21213	2018-08-25 01:37:25.093721	1	0	0
200.124.59.116:53281	2018-08-25 01:37:32.277144	1	0	0
78.108.108.192:21231	2018-08-25 01:37:51.500801	1	0	1
95.67.174.94:8080	2018-08-25 01:38:18.969843	1	0	0
105.22.72.110:8080	2018-08-25 01:38:33.213055	1	0	0
172.92.73.61:53281	2018-08-25 01:38:54.731382	1	0	0
37.247.28.21:21231	2018-08-25 01:39:22.138681	1	0	0
78.156.225.170:41258	2018-08-25 01:39:44.551196	1	0	0
83.144.67.2:21231	2018-08-25 01:39:54.179566	1	0	0
176.99.114.47:6666	2018-08-25 01:40:21.308430	1	0	1
140.227.54.68:3129	2018-08-25 01:40:25.649734	1	0	0
167.99.166.163:8080	2018-08-25 01:40:28.436982	1	0	0
185.133.225.210:21231	2018-08-25 01:40:45.885222	1	0	1
140.227.53.72:3129	2018-08-25 01:40:49.470310	1	0	0
201.16.148.169:8080	2018-08-25 01:40:54.691884	1	0	0
05.197.183.222:8080	2018-08-25 01:41:04.422840	1	0	0
185.133.226.154:21231	2018-08-25 01:46:09.566460	1	0	1
103.80.240.126:8080	2018-08-25 01:46:48.688453	1	0	1
93.179.66.57:8080	2018-08-25 01:47:32.640874	1	0	0
91.241.40.210:41258	2018-08-25 01:47:32.862170	1	0	1
78.188.91.98:21231	2018-08-25 01:47:51.055436	1	0	0
94.101.140.10:21231	2018-08-25 01:49:06.182318	1	0	1
103.88.142.54:21231	2018-08-25 01:49:19.342129	1	0	1
182.55.250.98:80	2018-08-25 01:52:49.835673	1	0	1
183.90.70.134:80	2018-08-25 01:54:05.008250	1	0	1
93.91.196.30:8080	2018-08-25 01:55:44.545912	1	0	1
197.255.216.26:8080	2018-08-25 01:56:59.723738	1	0	1
77.237.15.225:8080	2018-08-25 01:57:04.210624	1	0	1
81.163.57.121:41258	2018-08-25 01:57:16.824248	1	0	0
31.46.33.60:21213	2018-08-25 01:57:22.759187	1	0	0
176.117.195.68:21213	2018-08-25 01:57:27.852662	1	0	0
169.56.137.78:8088	2018-08-25 01:58:42.979448	1	0	1
92.242.255.85:21213	2018-08-25 01:58:51.953051	1	0	0
200.124.59.116:53281	2018-08-25 01:58:56.338106	1	0	0
78.108.108.192:21231	2018-08-25 01:59:23.027298	1	0	0
95.67.174.94:8080	2018-08-25 01:59:38.156643	1	0	0
105.22.72.110:8080	2018-08-25 01:59:50.013142	1	0	0
172.92.73.61:53281	2018-08-25 02:00:05.985023	1	0	0
37.247.28.21:21231	2018-08-25 02:00:13.251873	1	0	0
78.156.225.170:41258	2018-08-25 02:00:32.767848	1	0	0
83.144.67.2:21231	2018-08-25 02:00:43.412440	1	0	0
176.99.114.47:6666	2018-08-25 02:00:55.734749	1	0	1
140.227.54.68:3129	2018-08-25 02:02:10.874010	1	0	1
167.99.166.163:8080	2018-08-25 02:02:13.916805	1	0	0
185.133.225.210:21231	2018-08-25 02:02:43.770045	1	0	0
140.227.53.72:3129	2018-08-25 02:04:13.261443	1	0	0
201.16.148.169:8080	2018-08-25 02:04:13.483439	1	0	1
05.197.183.222:8080	2018-08-25 02:04:21.228201	1	0	0
185.133.226.154:21231	2018-08-25 02:09:27.230637	1	0	1
103.80.240.126:8080	2018-08-25 02:10:24.646854	1	0	0
93.179.66.57:8080	2018-08-25 02:10:30.453667	1	0	0
91.241.40.210:41258	2018-08-25 02:10:30.670759	1	0	1
78.188.91.98:21231	2018-08-25 02:10:47.330516	1	0	0
94.101.140.10:21231	2018-08-25 02:12:01.260546	1	0	0
103.88.142.54:21231	2018-08-25 02:12:19.049614	1	0	0
182.55.250.98:80	2018-08-25 02:15:56.887641	1	0	1
183.90.70.134:80	2018-08-25 02:17:12.016038	1	0	1
93.91.196.30:8080	2018-08-25 02:18:05.465388	1	0	0
197.255.216.26:8080	2018-08-25 02:19:20.578763	1	0	1
77.237.15.225:8080	2018-08-25 02:19:25.130913	1	0	1
81.163.57.121:41258	2018-08-25 02:19:35.841511	1	0	0
31.46.33.60:21213	2018-08-25 02:19:47.756354	0	1	0
176.117.195.68:21213	2018-08-25 02:19:52.655314	1	0	0
169.56.137.78:8088	2018-08-25 02:21:07.829848	1	0	1
92.242.255.85:21213	2018-08-25 02:21:15.312015	1	0	1
200.124.59.116:53281	2018-08-25 02:21:21.005614	1	0	0
78.108.108.192:21231	2018-08-25 02:22:12.962913	1	0	0
95.67.174.94:8080	2018-08-25 02:23:28.124288	1	0	1
105.22.72.110:8080	2018-08-25 02:23:48.415931	1	0	0
172.92.73.61:53281	2018-08-25 02:23:59.346096	1	0	0
37.247.28.21:21231	2018-08-25 02:25:14.565778	1	0	1
78.156.225.170:41258	2018-08-25 02:25:38.855402	1	0	0
83.144.67.2:21231	2018-08-25 02:25:54.199940	1	0	0
176.99.114.47:6666	2018-08-25 02:26:13.802320	1	0	0
140.227.54.68:3129	2018-08-25 02:27:02.285571	1	0	0
167.99.166.163:8080	2018-08-25 02:27:04.692853	1	0	0
185.133.225.210:21231	2018-08-25 02:27:57.348145	1	0	0
140.227.53.72:3129	2018-08-25 02:28:51.576786	1	0	0
201.16.148.169:8080	2018-08-25 02:28:56.745688	1	0	0
05.197.183.222:8080	2018-08-25 02:29:03.370684	1	0	0
185.133.226.154:21231	2018-08-25 02:34:05.356543	1	0	1
103.80.240.126:8080	2018-08-25 02:34:57.134953	1	0	0
93.179.66.57:8080	2018-08-25 02:35:09.026558	1	0	0
91.241.40.210:41258	2018-08-25 02:35:09.253458	1	0	1
78.188.91.98:21231	2018-08-25 02:35:22.715670	1	0	0
94.101.140.10:21231	2018-08-25 02:35:37.311219	1	0	0
103.88.142.54:21231	2018-08-25 02:35:56.662311	1	0	1
182.55.250.98:80	2018-08-25 02:39:31.348518	1	0	1
183.90.70.134:80	2018-08-25 02:40:46.515558	1	0	1
93.91.196.30:8080	2018-08-25 02:41:01.035388	1	0	0
197.255.216.26:8080	2018-08-25 02:42:16.207230	1	0	1
77.237.15.225:8080	2018-08-25 02:42:39.351693	1	0	0
81.163.57.121:41258	2018-08-25 02:42:51.126428	1	0	0
31.46.33.60:21213	2018-08-25 02:43:03.384326	1	0	1
176.117.195.68:21213	2018-08-25 02:43:08.997229	1	0	0
169.56.137.78:8088	2018-08-25 02:44:24.164502	1	0	1
92.242.255.85:21213	2018-08-25 02:44:37.479474	1	0	0
200.124.59.116:53281	2018-08-25 02:44:56.835349	1	0	0
78.108.108.192:21231	2018-08-25 02:45:10.198211	1	0	0
95.67.174.94:8080	2018-08-25 02:45:30.852620	1	0	0
105.22.72.110:8080	2018-08-25 02:46:04.414871	1	0	0
172.92.73.61:53281	2018-08-25 02:46:11.286420	1	0	0
37.247.28.21:21231	2018-08-25 02:46:22.108229	1	0	0
78.156.225.170:41258	2018-08-25 02:47:06.302315	1	0	0
83.144.67.2:21231	2018-08-25 02:47:20.314781	1	0	0
176.99.114.47:6666	2018-08-25 02:47:51.928914	1	0	1
140.227.54.68:3129	2018-08-25 02:49:07.121894	1	0	0
167.99.166.163:8080	2018-08-25 02:49:10.237431	1	0	0
185.133.225.210:21231	2018-08-25 02:49:24.704663	1	0	0
140.227.53.72:3129	2018-08-25 02:50:45.938675	1	0	0
201.16.148.169:8080	2018-08-25 02:50:51.024164	1	0	0
05.197.183.222:8080	2018-08-25 02:51:01.097235	1	0	0
185.133.226.154:21231	2018-08-25 02:51:03.519444	1	0	1
103.80.240.126:8080	2018-08-25 02:52:39.971324	1	0	1
93.179.66.57:8080	2018-08-25 02:53:00.616469	1	0	0
91.241.40.210:41258	2018-08-25 02:53:00.824685	1	0	1
78.188.91.98:21231	2018-08-25 02:53:23.791781	1	0	0
94.101.140.10:21231	2018-08-25 02:53:35.167784	1	0	0
103.88.142.54:21231	2018-08-25 02:53:48.952669	1	0	0
182.55.250.98:80	2018-08-25 02:57:20.426730	1	0	1
183.90.70.134:80	2018-08-25 02:58:35.549696	1	0	1
93.91.196.30:8080	2018-08-25 02:58:59.210363	1	0	0
197.255.216.26:8080	2018-08-25 03:00:14.410022	1	0	1
77.237.15.225:8080	2018-08-25 03:00:25.210958	1	0	0
81.163.57.121:41258	2018-08-25 03:01:10.168906	1	0	0
31.46.33.60:21213	2018-08-25 03:02:22.083426	1	0	0
176.117.195.68:21213	2018-08-25 03:02:33.480439	1	0	0
169.56.137.78:8088	2018-08-25 03:03:48.628352	1	0	1
92.242.255.85:21213	2018-08-25 03:04:07.143319	1	0	0
200.124.59.116:53281	2018-08-25 03:04:12.746129	1	0	0
78.108.108.192:21231	2018-08-25 03:05:27.905870	1	0	1
95.67.174.94:8080	2018-08-25 03:06:09.563793	1	0	0
105.22.72.110:8080	2018-08-25 03:06:29.622051	1	0	0
172.92.73.61:53281	2018-08-25 03:06:39.474672	1	0	0
37.247.28.21:21231	2018-08-25 03:06:58.447529	1	0	0
78.156.225.170:41258	2018-08-25 03:08:13.564970	1	0	1
83.144.67.2:21231	2018-08-25 03:08:21.540281	1	0	0
176.99.114.47:6666	2018-08-25 03:08:51.132419	1	0	1
140.227.54.68:3129	2018-08-25 03:10:29.064177	1	0	0
167.99.166.163:8080	2018-08-25 03:10:31.085675	1	0	0
185.133.225.210:21231	2018-08-25 03:10:32.811117	1	0	1
140.227.53.72:3129	2018-08-25 03:12:27.238246	1	0	0
201.16.148.169:8080	2018-08-25 03:12:31.998123	1	0	0
05.197.183.222:8080	2018-08-25 03:12:42.419885	1	0	0
185.133.226.154:21231	2018-08-25 03:13:57.568532	1	0	1
103.80.240.126:8080	2018-08-25 03:14:55.060117	1	0	0
93.179.66.57:8080	2018-08-25 03:15:56.291886	1	0	1
91.241.40.210:41258	2018-08-25 03:15:56.507663	1	0	1
78.188.91.98:21231	2018-08-25 03:16:18.667970	1	0	1
94.101.140.10:21231	2018-08-25 03:16:28.548687	1	0	0
103.88.142.54:21231	2018-08-25 03:16:45.338400	1	0	0
182.55.250.98:80	2018-08-25 03:20:00.294354	1	0	1
183.90.70.134:80	2018-08-25 03:21:15.450050	1	0	1
93.91.196.30:8080	2018-08-25 03:21:35.345105	1	0	0
197.255.216.26:8080	2018-08-25 03:22:50.489886	1	0	1
77.237.15.225:8080	2018-08-25 03:22:55.270803	1	0	0
81.163.57.121:41258	2018-08-25 03:23:05.736128	1	0	0
31.46.33.60:21213	2018-08-25 03:23:26.551488	1	0	0
176.117.195.68:21213	2018-08-25 03:23:34.039688	1	0	0
169.56.137.78:8088	2018-08-25 03:24:49.263888	1	0	1
92.242.255.85:21213	2018-08-25 03:26:04.457562	1	0	1
200.124.59.116:53281	2018-08-25 03:26:09.945661	1	0	0
78.108.108.192:21231	2018-08-25 03:26:19.931925	1	0	1
95.67.174.94:8080	2018-08-25 03:26:44.286882	1	0	0
105.22.72.110:8080	2018-08-25 03:27:06.335366	1	0	0
172.92.73.61:53281	2018-08-25 03:27:20.896772	1	0	0
37.247.28.21:21231	2018-08-25 03:27:34.345988	1	0	0
78.156.225.170:41258	2018-08-25 03:27:54.242395	1	0	0
83.144.67.2:21231	2018-08-25 03:28:05.523889	1	0	0
176.99.114.47:6666	2018-08-25 03:28:27.576355	1	0	0
140.227.54.68:3129	2018-08-25 03:29:54.303045	1	0	1
167.99.166.163:8080	2018-08-25 03:29:56.983840	1	0	0
185.133.225.210:21231	2018-08-25 03:30:10.605465	1	0	0
140.227.53.72:3129	2018-08-25 03:32:00.525071	1	0	0
201.16.148.169:8080	2018-08-25 03:32:00.743452	1	0	1
05.197.183.222:8080	2018-08-25 03:32:12.466486	1	0	0
185.133.226.154:21231	2018-08-25 03:37:17.836400	1	0	1
103.80.240.126:8080	2018-08-25 03:38:32.971198	1	0	1
93.179.66.57:8080	2018-08-25 03:38:33.411003	1	0	1
91.241.40.210:41258	2018-08-25 03:38:33.622034	1	0	1
78.188.91.98:21231	2018-08-25 03:38:46.242146	1	0	0
94.101.140.10:21231	2018-08-25 03:38:53.982275	1	0	0
103.88.142.54:21231	2018-08-25 03:39:10.878757	1	0	0
182.55.250.98:80	2018-08-25 03:42:41.424737	1	0	1
183.90.70.134:80	2018-08-25 03:43:56.553728	1	0	1
93.91.196.30:8080	2018-08-25 03:44:09.199127	1	0	0
197.255.216.26:8080	2018-08-25 03:45:24.335982	1	0	1
77.237.15.225:8080	2018-08-25 03:45:32.547769	1	0	0
81.163.57.121:41258	2018-08-25 03:45:43.209705	1	0	0
31.46.33.60:21213	2018-08-25 03:45:57.090217	1	0	0
176.117.195.68:21213	2018-08-25 03:46:08.459396	1	0	0
169.56.137.78:8088	2018-08-25 03:47:23.588877	1	0	1
92.242.255.85:21213	2018-08-25 03:47:29.966532	1	0	0
200.124.59.116:53281	2018-08-25 03:47:35.783728	1	0	0
78.108.108.192:21231	2018-08-25 03:48:18.772394	1	0	0
95.67.174.94:8080	2018-08-25 03:48:33.684413	1	0	0
105.22.72.110:8080	2018-08-25 03:49:48.812523	1	0	1
172.92.73.61:53281	2018-08-25 03:50:05.715355	1	0	0
37.247.28.21:21231	2018-08-25 03:51:11.040562	1	0	0
78.156.225.170:41258	2018-08-25 03:51:25.239920	1	0	0
83.144.67.2:21231	2018-08-25 03:51:44.325721	1	0	0
176.99.114.47:6666	2018-08-25 03:52:08.292809	1	0	1
140.227.54.68:3129	2018-08-25 03:52:52.757637	1	0	0
167.99.166.163:8080	2018-08-25 03:52:55.175319	1	0	0
185.133.225.210:21231	2018-08-25 03:52:57.185599	1	0	1
140.227.53.72:3129	2018-08-25 03:54:57.286611	1	0	0
201.16.148.169:8080	2018-08-25 03:54:57.510635	1	0	1
05.197.183.222:8080	2018-08-25 03:55:05.703423	1	0	0
185.133.226.154:21231	2018-08-25 04:00:06.805418	1	0	1
103.80.240.126:8080	2018-08-25 04:01:01.897745	1	0	0
93.179.66.57:8080	2018-08-25 04:01:03.115324	1	0	1
91.241.40.210:41258	2018-08-25 04:01:03.317174	1	0	1
78.188.91.98:21231	2018-08-25 04:01:23.608130	1	0	0
94.101.140.10:21231	2018-08-25 04:01:39.973319	1	0	0
103.88.142.54:21231	2018-08-25 04:02:05.057005	1	0	1
182.55.250.98:80	2018-08-25 04:05:18.080031	1	0	1
183.90.70.134:80	2018-08-25 04:06:33.204612	1	0	1
93.91.196.30:8080	2018-08-25 04:06:59.227165	1	0	0
197.255.216.26:8080	2018-08-25 04:08:14.387434	1	0	1
77.237.15.225:8080	2018-08-25 04:08:19.337433	1	0	1
81.163.57.121:41258	2018-08-25 04:08:26.913721	1	0	0
31.46.33.60:21213	2018-08-25 04:08:52.927402	1	0	0
176.117.195.68:21213	2018-08-25 04:09:01.898045	1	0	0
169.56.137.78:8088	2018-08-25 04:10:17.052521	1	0	1
92.242.255.85:21213	2018-08-25 04:10:24.260962	1	0	0
200.124.59.116:53281	2018-08-25 04:10:30.225788	1	0	0
78.108.108.192:21231	2018-08-25 04:10:39.683956	1	0	0
95.67.174.94:8080	2018-08-25 04:10:54.087409	1	0	0
105.22.72.110:8080	2018-08-25 04:11:08.202605	1	0	0
172.92.73.61:53281	2018-08-25 04:12:44.873777	1	0	0
37.247.28.21:21231	2018-08-25 04:13:03.074379	1	0	1
78.156.225.170:41258	2018-08-25 04:13:20.629831	1	0	0
83.144.67.2:21231	2018-08-25 04:13:48.832060	1	0	0
176.99.114.47:6666	2018-08-25 04:14:03.772719	1	0	0
140.227.54.68:3129	2018-08-25 04:14:56.989910	1	0	0
167.99.166.163:8080	2018-08-25 04:14:59.980893	1	0	0
185.133.225.210:21231	2018-08-25 04:15:07.952825	1	0	0
140.227.53.72:3129	2018-08-25 04:18:06.935468	1	0	1
201.16.148.169:8080	2018-08-25 04:18:07.142590	1	0	1
05.197.183.222:8080	2018-08-25 04:18:16.854564	1	0	0
185.133.226.154:21231	2018-08-25 04:23:20.255629	1	0	1
103.80.240.126:8080	2018-08-25 04:24:00.503787	1	0	1
93.179.66.57:8080	2018-08-25 04:24:17.567213	1	0	0
91.241.40.210:41258	2018-08-25 04:24:17.772122	1	0	1
78.188.91.98:21231	2018-08-25 04:24:27.234236	1	0	0
94.101.140.10:21231	2018-08-25 04:26:16.177707	1	0	0
103.88.142.54:21231	2018-08-25 04:26:33.378952	1	0	0
182.55.250.98:80	2018-08-25 04:29:50.712495	1	0	1
183.90.70.134:80	2018-08-25 04:31:05.892104	1	0	1
93.91.196.30:8080	2018-08-25 04:31:38.988254	1	0	0
197.255.216.26:8080	2018-08-25 04:32:54.122534	1	0	1
77.237.15.225:8080	2018-08-25 04:33:05.089690	1	0	0
81.163.57.121:41258	2018-08-25 04:33:19.340747	1	0	0
31.46.33.60:21213	2018-08-25 04:33:58.521733	1	0	0
176.117.195.68:21213	2018-08-25 04:34:14.480242	1	0	0
169.56.137.78:8088	2018-08-25 04:35:29.619225	1	0	1
92.242.255.85:21213	2018-08-25 04:35:55.987605	1	0	0
200.124.59.116:53281	2018-08-25 04:37:09.578697	1	0	0
78.108.108.192:21231	2018-08-25 04:37:18.224134	1	0	0
95.67.174.94:8080	2018-08-25 04:37:37.344576	1	0	0
105.22.72.110:8080	2018-08-25 04:37:52.818089	1	0	0
172.92.73.61:53281	2018-08-25 04:38:05.546560	1	0	0
37.247.28.21:21231	2018-08-25 04:38:15.440482	1	0	0
78.156.225.170:41258	2018-08-25 04:38:50.152334	1	0	1
83.144.67.2:21231	2018-08-25 04:39:00.183200	1	0	0
176.99.114.47:6666	2018-08-25 04:39:18.861954	1	0	0
140.227.54.68:3129	2018-08-25 04:40:36.502006	1	0	0
167.99.166.163:8080	2018-08-25 04:40:40.104883	1	0	0
185.133.225.210:21231	2018-08-25 04:40:53.983129	1	0	0
140.227.53.72:3129	2018-08-25 04:42:02.891957	1	0	0
201.16.148.169:8080	2018-08-25 04:42:03.117126	1	0	1
05.197.183.222:8080	2018-08-25 04:42:12.635794	1	0	0
185.133.226.154:21231	2018-08-25 04:47:13.849657	1	0	1
103.80.240.126:8080	2018-08-25 04:49:09.568023	1	0	0
93.179.66.57:8080	2018-08-25 04:49:28.307161	1	0	0
91.241.40.210:41258	2018-08-25 04:49:28.551244	1	0	1
78.188.91.98:21231	2018-08-25 04:49:39.791623	1	0	0
94.101.140.10:21231	2018-08-25 04:49:59.176167	1	0	0
103.88.142.54:21231	2018-08-25 04:50:30.571298	1	0	0
182.55.250.98:80	2018-08-25 04:54:02.042793	1	0	1
183.90.70.134:80	2018-08-25 04:55:17.199679	1	0	1
93.91.196.30:8080	2018-08-25 04:55:32.451082	1	0	0
