proxy	time	saved	missed	error
140.227.54.68:3129	2018-08-24 16:02:58.779481	1	0	0
167.99.166.163:8080	2018-08-24 16:03:01.672115	1	0	0
185.133.225.210:21231	2018-08-24 16:03:10.841878	1	0	0
140.227.53.72:3129	2018-08-24 16:03:24.209061	1	0	0
201.16.148.169:8080	2018-08-24 16:03:28.502993	1	0	0
05.197.183.222:8080	2018-08-24 16:03:34.663661	1	0	0
185.133.226.154:21231	2018-08-24 16:03:55.485177	1	0	0
103.80.240.126:8080	2018-08-24 16:04:51.694802	1	0	0
93.179.66.57:8080	2018-08-24 16:05:08.213579	1	0	0
91.241.40.210:41258	2018-08-24 16:05:54.155969	1	0	0
78.188.91.98:21231	2018-08-24 16:06:01.856857	1	0	0
94.101.140.10:21231	2018-08-24 16:06:10.350618	1	0	0
103.88.142.54:21231	2018-08-24 16:07:16.893520	1	0	1
182.55.250.98:80	2018-08-24 16:10:33.080364	1	0	1
183.90.70.134:80	2018-08-24 16:13:50.392343	1	0	1
93.91.196.30:8080	2018-08-24 16:14:57.192033	1	0	1
197.255.216.26:8080	2018-08-24 16:16:03.650726	1	0	1
92.242.255.85:21213	2018-08-24 19:07:31.852822	1	0	0
200.124.59.116:53281	2018-08-24 19:07:41.949074	1	0	0
78.108.108.192:21231	2018-08-24 19:07:51.151363	1	0	0
95.67.174.94:8080	2018-08-24 19:08:09.222210	1	0	0
105.22.72.110:8080	2018-08-24 19:09:03.168329	1	0	1
172.92.73.61:53281	2018-08-24 19:09:20.198241	1	0	0
37.247.28.21:21231	2018-08-24 19:10:12.510727	1	0	0
78.156.225.170:41258	2018-08-24 19:11:27.852616	1	0	1
83.144.67.2:21231	2018-08-24 19:11:48.760616	1	0	0
176.99.114.47:6666	2018-08-24 19:13:03.961049	1	0	1
140.227.54.68:3129	2018-08-24 19:17:37.832628	1	0	0
167.99.166.163:8080	2018-08-24 19:17:40.697496	1	0	0
185.133.225.210:21231	2018-08-24 19:18:06.411587	1	0	0
140.227.53.72:3129	2018-08-24 19:19:36.741778	1	0	0
201.16.148.169:8080	2018-08-24 19:19:41.672060	1	0	0
05.197.183.222:8080	2018-08-24 19:19:53.814513	1	0	0
185.133.226.154:21231	2018-08-24 19:20:13.513128	1	0	0
103.80.240.126:8080	2018-08-24 19:20:28.419724	1	0	0
93.179.66.57:8080	2018-08-24 19:20:45.135900	1	0	0
91.241.40.210:41258	2018-08-24 19:22:00.386112	1	0	1
78.188.91.98:21231	2018-08-24 19:22:51.585484	1	0	0
94.101.140.10:21231	2018-08-24 19:22:58.548470	1	0	0
103.88.142.54:21231	2018-08-24 19:24:13.698871	1	0	1
182.55.250.98:80	2018-08-24 19:27:35.902609	1	0	1
183.90.70.134:80	2018-08-24 19:30:50.846913	1	0	1
93.91.196.30:8080	2018-08-24 19:31:14.453779	1	0	0
197.255.216.26:8080	2018-08-24 19:32:29.587577	1	0	1
77.237.15.225:8080	2018-08-24 19:32:58.650737	1	0	1
81.163.57.121:41258	2018-08-24 19:34:13.807745	1	0	1
111.68.108.34:8080	2018-08-24 19:34:17.116107	0	1	0
31.46.33.60:21213	2018-08-24 19:34:27.475630	1	0	0
176.117.195.68:21213	2018-08-24 19:34:35.258910	1	0	0
169.56.137.78:8088	2018-08-24 19:35:50.426602	1	0	1
92.242.255.85:21213	2018-08-24 19:37:05.638364	1	0	1
200.124.59.116:53281	2018-08-24 19:38:20.771625	1	0	1
78.108.108.192:21231	2018-08-24 19:38:39.401949	1	0	0
95.67.174.94:8080	2018-08-24 19:38:55.698960	1	0	0
105.22.72.110:8080	2018-08-24 19:40:10.911381	1	0	1
172.92.73.61:53281	2018-08-24 19:42:24.871729	1	0	1
37.247.28.21:21231	2018-08-24 19:42:35.109748	1	0	1
78.156.225.170:41258	2018-08-24 19:42:47.996135	1	0	0
83.144.67.2:21231	2018-08-24 19:43:03.371885	1	0	0
176.99.114.47:6666	2018-08-24 19:43:20.267029	1	0	0
140.227.54.68:3129	2018-08-24 19:44:03.817856	1	0	0
167.99.166.163:8080	2018-08-24 19:44:07.192087	1	0	0
185.133.225.210:21231	2018-08-24 19:44:47.997459	1	0	0
140.227.53.72:3129	2018-08-24 19:47:26.332387	1	0	0
201.16.148.169:8080	2018-08-24 19:47:31.066876	1	0	0
05.197.183.222:8080	2018-08-24 19:47:43.949416	1	0	0
185.133.226.154:21231	2018-08-24 19:48:12.375954	1	0	0
103.80.240.126:8080	2018-08-24 19:49:13.954133	1	0	0
93.179.66.57:8080	2018-08-24 19:49:21.926777	1	0	0
91.241.40.210:41258	2018-08-24 19:49:27.880310	1	0	0
78.188.91.98:21231	2018-08-24 19:49:40.081116	1	0	0
94.101.140.10:21231	2018-08-24 19:49:49.180033	1	0	0
103.88.142.54:21231	2018-08-24 19:50:26.645632	1	0	1
182.55.250.98:80	2018-08-24 19:53:44.775396	1	0	1
183.90.70.134:80	2018-08-24 19:57:15.308454	1	0	1
93.91.196.30:8080	2018-08-24 19:57:36.683569	1	0	0
197.255.216.26:8080	2018-08-24 19:58:51.838371	1	0	1
77.237.15.225:8080	2018-08-24 19:59:03.690525	1	0	0
81.163.57.121:41258	2018-08-24 19:59:21.183082	1	0	1
111.68.108.34:8080	2018-08-24 19:59:24.117034	0	1	0
31.46.33.60:21213	2018-08-24 20:00:11.786577	1	0	0
176.117.195.68:21213	2018-08-24 20:00:24.019314	1	0	0
169.56.137.78:8088	2018-08-24 20:01:39.164400	1	0	1
92.242.255.85:21213	2018-08-24 20:01:51.063589	1	0	0
200.124.59.116:53281	2018-08-24 20:01:56.808761	1	0	0
78.108.108.192:21231	2018-08-24 20:03:11.987502	1	0	1
95.67.174.94:8080	2018-08-24 20:03:22.768394	1	0	0
105.22.72.110:8080	2018-08-24 20:04:20.087000	1	0	0
172.92.73.61:53281	2018-08-24 20:04:26.273362	1	0	0
37.247.28.21:21231	2018-08-24 20:04:48.688568	1	0	0
78.156.225.170:41258	2018-08-24 20:05:04.216733	1	0	1
83.144.67.2:21231	2018-08-24 20:05:14.699784	1	0	0
176.99.114.47:6666	2018-08-24 20:05:23.898503	1	0	0
140.227.54.68:3129	2018-08-24 20:06:39.149833	1	0	1
167.99.166.163:8080	2018-08-24 20:06:41.536867	1	0	0
185.133.225.210:21231	2018-08-24 20:06:50.091268	1	0	0
140.227.53.72:3129	2018-08-24 20:07:46.550985	1	0	0
201.16.148.169:8080	2018-08-24 20:07:50.926147	1	0	0
05.197.183.222:8080	2018-08-24 20:08:00.352547	1	0	0
185.133.226.154:21231	2018-08-24 20:08:46.902190	1	0	0
103.80.240.126:8080	2018-08-24 20:10:02.085487	1	0	1
93.179.66.57:8080	2018-08-24 20:11:17.279227	1	0	1
91.241.40.210:41258	2018-08-24 20:11:24.147408	1	0	0
78.188.91.98:21231	2018-08-24 20:11:51.079256	1	0	1
94.101.140.10:21231	2018-08-24 20:12:01.719575	1	0	0
103.88.142.54:21231	2018-08-24 20:12:16.674445	1	0	0
182.55.250.98:80	2018-08-24 20:15:34.751559	1	0	1
183.90.70.134:80	2018-08-24 20:19:05.351466	1	0	1
93.91.196.30:8080	2018-08-24 20:19:17.823856	1	0	0
197.255.216.26:8080	2018-08-24 20:20:32.948871	1	0	1
77.237.15.225:8080	2018-08-24 20:21:02.922927	1	0	1
81.163.57.121:41258	2018-08-24 20:21:25.936496	1	0	1
111.68.108.34:8080	2018-08-24 20:21:40.079081	0	1	0
31.46.33.60:21213	2018-08-24 20:21:48.715230	1	0	0
176.117.195.68:21213	2018-08-24 20:21:58.695964	1	0	0
169.56.137.78:8088	2018-08-24 20:23:13.865434	1	0	1
92.242.255.85:21213	2018-08-24 20:23:27.462958	1	0	0
200.124.59.116:53281	2018-08-24 20:23:36.116563	1	0	0
78.108.108.192:21231	2018-08-24 20:23:42.538222	1	0	0
95.67.174.94:8080	2018-08-24 20:24:26.650827	1	0	1
105.22.72.110:8080	2018-08-24 20:24:55.327010	1	0	0
172.92.73.61:53281	2018-08-24 20:25:04.309838	1	0	0
37.247.28.21:21231	2018-08-24 20:25:15.226390	1	0	0
78.156.225.170:41258	2018-08-24 20:25:33.892010	1	0	0
83.144.67.2:21231	2018-08-24 20:26:58.522501	1	0	1
176.99.114.47:6666	2018-08-24 20:27:22.777480	1	0	1
140.227.54.68:3129	2018-08-24 20:28:19.082964	1	0	0
167.99.166.163:8080	2018-08-24 20:28:21.786067	1	0	0
185.133.225.210:21231	2018-08-24 20:28:31.794355	1	0	1
140.227.53.72:3129	2018-08-24 20:29:21.913887	1	0	0
201.16.148.169:8080	2018-08-24 20:29:27.154916	1	0	0
05.197.183.222:8080	2018-08-24 20:29:37.124552	1	0	0
185.133.226.154:21231	2018-08-24 20:29:51.769779	1	0	0
103.80.240.126:8080	2018-08-24 20:31:09.502684	1	0	0
93.179.66.57:8080	2018-08-24 20:31:45.880772	1	0	0
91.241.40.210:41258	2018-08-24 20:31:59.258484	1	0	0
78.188.91.98:21231	2018-08-24 20:32:22.133409	1	0	0
94.101.140.10:21231	2018-08-24 20:33:36.199564	1	0	0
103.88.142.54:21231	2018-08-24 20:33:56.752064	1	0	0
182.55.250.98:80	2018-08-24 20:37:12.022892	1	0	1
183.90.70.134:80	2018-08-24 20:40:27.999764	1	0	1
93.91.196.30:8080	2018-08-24 20:40:41.827473	1	0	0
197.255.216.26:8080	2018-08-24 20:41:56.962871	1	0	1
77.237.15.225:8080	2018-08-24 20:42:35.953327	1	0	1
81.163.57.121:41258	2018-08-24 20:42:59.127435	1	0	0
111.68.108.34:8080	2018-08-24 20:43:13.225634	0	1	0
31.46.33.60:21213	2018-08-24 20:43:23.288528	1	0	0
176.117.195.68:21213	2018-08-24 20:43:36.071678	1	0	1
169.56.137.78:8088	2018-08-24 20:44:51.210234	1	0	1
92.242.255.85:21213	2018-08-24 20:45:00.641869	1	0	0
200.124.59.116:53281	2018-08-24 20:45:15.726873	1	0	0
78.108.108.192:21231	2018-08-24 20:45:44.515976	1	0	0
95.67.174.94:8080	2018-08-24 20:46:06.320889	1	0	0
105.22.72.110:8080	2018-08-24 20:46:20.643201	1	0	0
172.92.73.61:53281	2018-08-24 20:46:33.600180	1	0	0
37.247.28.21:21231	2018-08-24 20:46:46.987984	1	0	0
78.156.225.170:41258	2018-08-24 20:47:13.451517	1	0	0
83.144.67.2:21231	2018-08-24 20:48:20.678362	1	0	1
176.99.114.47:6666	2018-08-24 20:49:35.814643	1	0	1
140.227.54.68:3129	2018-08-24 20:50:50.957891	1	0	1
167.99.166.163:8080	2018-08-24 20:50:53.220947	1	0	0
185.133.225.210:21231	2018-08-24 20:51:10.803774	1	0	0
140.227.53.72:3129	2018-08-24 20:53:29.568787	1	0	0
201.16.148.169:8080	2018-08-24 20:53:34.420448	1	0	0
05.197.183.222:8080	2018-08-24 20:53:41.199283	1	0	0
185.133.226.154:21231	2018-08-24 20:54:05.318327	1	0	0
103.80.240.126:8080	2018-08-24 20:54:26.560218	1	0	1
93.179.66.57:8080	2018-08-24 20:54:38.216557	1	0	0
91.241.40.210:41258	2018-08-24 20:54:59.949309	1	0	0
78.188.91.98:21231	2018-08-24 20:55:27.336756	1	0	0
94.101.140.10:21231	2018-08-24 20:55:41.079788	1	0	1
103.88.142.54:21231	2018-08-24 20:55:59.247405	1	0	1
182.55.250.98:80	2018-08-24 20:59:26.543404	1	0	1
183.90.70.134:80	2018-08-24 21:02:41.687331	1	0	1
93.91.196.30:8080	2018-08-24 21:02:54.788574	1	0	1
197.255.216.26:8080	2018-08-24 21:04:09.962397	1	0	1
77.237.15.225:8080	2018-08-24 21:04:28.815323	1	0	0
81.163.57.121:41258	2018-08-24 21:04:35.059325	1	0	0
111.68.108.34:8080	2018-08-24 21:04:38.724464	0	1	0
31.46.33.60:21213	2018-08-24 21:04:44.925285	1	0	0
176.117.195.68:21213	2018-08-24 21:05:22.157900	1	0	0
169.56.137.78:8088	2018-08-24 21:06:37.320494	1	0	1
92.242.255.85:21213	2018-08-24 21:06:49.358201	1	0	0
200.124.59.116:53281	2018-08-24 21:07:31.275078	1	0	1
78.108.108.192:21231	2018-08-24 21:07:42.094558	1	0	0
95.67.174.94:8080	2018-08-24 21:08:23.184022	1	0	0
105.22.72.110:8080	2018-08-24 21:08:42.108013	1	0	0
172.92.73.61:53281	2018-08-24 21:08:54.795530	1	0	0
37.247.28.21:21231	2018-08-24 21:10:09.970269	1	0	1
78.156.225.170:41258	2018-08-24 21:10:18.672949	1	0	0
83.144.67.2:21231	2018-08-24 21:10:31.683917	1	0	0
176.99.114.47:6666	2018-08-24 21:10:49.933933	1	0	0
140.227.54.68:3129	2018-08-24 21:13:41.045806	1	0	0
167.99.166.163:8080	2018-08-24 21:13:43.620317	1	0	0
185.133.225.210:21231	2018-08-24 21:13:51.446407	1	0	0
140.227.53.72:3129	2018-08-24 21:15:03.321305	1	0	0
201.16.148.169:8080	2018-08-24 21:15:08.581280	1	0	0
05.197.183.222:8080	2018-08-24 21:15:16.445104	1	0	0
185.133.226.154:21231	2018-08-24 21:15:46.429533	1	0	0
103.80.240.126:8080	2018-08-24 21:17:16.235741	1	0	1
93.179.66.57:8080	2018-08-24 21:17:21.666602	1	0	1
91.241.40.210:41258	2018-08-24 21:18:09.987725	1	0	0
78.188.91.98:21231	2018-08-24 21:18:20.766284	1	0	0
94.101.140.10:21231	2018-08-24 21:18:35.118531	1	0	0
103.88.142.54:21231	2018-08-24 21:19:50.270804	1	0	1
182.55.250.98:80	2018-08-24 21:23:09.349186	1	0	1
183.90.70.134:80	2018-08-24 21:26:26.424103	1	0	1
93.91.196.30:8080	2018-08-24 21:27:56.344734	1	0	0
197.255.216.26:8080	2018-08-24 21:29:11.503040	1	0	1
77.237.15.225:8080	2018-08-24 21:31:14.077156	1	0	1
81.163.57.121:41258	2018-08-24 21:31:31.478318	1	0	0
31.46.33.60:21213	2018-08-24 21:31:39.680392	1	0	0
176.117.195.68:21213	2018-08-24 21:32:03.537303	1	0	1
169.56.137.78:8088	2018-08-24 21:33:18.686467	1	0	1
92.242.255.85:21213	2018-08-24 21:34:33.886982	1	0	1
200.124.59.116:53281	2018-08-24 21:35:49.041957	1	0	1
78.108.108.192:21231	2018-08-24 21:36:01.354019	1	0	0
95.67.174.94:8080	2018-08-24 21:36:13.326207	1	0	0
105.22.72.110:8080	2018-08-24 21:37:02.870834	1	0	1
172.92.73.61:53281	2018-08-24 21:37:11.082224	1	0	0
37.247.28.21:21231	2018-08-24 21:37:22.446650	1	0	1
78.156.225.170:41258	2018-08-24 21:39:45.043891	1	0	0
83.144.67.2:21231	2018-08-24 21:41:00.232134	1	0	1
176.99.114.47:6666	2018-08-24 21:41:26.205277	1	0	1
140.227.54.68:3129	2018-08-24 21:43:34.372788	1	0	0
167.99.166.163:8080	2018-08-24 21:43:36.975011	1	0	0
185.133.225.210:21231	2018-08-24 21:44:22.341923	1	0	1
140.227.53.72:3129	2018-08-24 21:45:43.655213	1	0	1
201.16.148.169:8080	2018-08-24 21:45:48.777832	1	0	0
05.197.183.222:8080	2018-08-24 21:46:00.976009	1	0	0
185.133.226.154:21231	2018-08-24 21:46:31.993069	1	0	1
103.80.240.126:8080	2018-08-24 21:48:07.981729	1	0	0
93.179.66.57:8080	2018-08-24 21:48:52.359381	1	0	0
91.241.40.210:41258	2018-08-24 21:49:08.928270	1	0	0
78.188.91.98:21231	2018-08-24 21:50:04.772112	1	0	0
94.101.140.10:21231	2018-08-24 21:50:18.166275	1	0	0
103.88.142.54:21231	2018-08-24 21:50:47.250214	1	0	1
182.55.250.98:80	2018-08-24 21:53:59.590781	1	0	1
183.90.70.134:80	2018-08-24 21:57:23.748095	1	0	1
93.91.196.30:8080	2018-08-24 21:57:39.417198	1	0	0
197.255.216.26:8080	2018-08-24 21:58:54.592661	1	0	1
77.237.15.225:8080	2018-08-24 21:59:05.970630	1	0	0
81.163.57.121:41258	2018-08-24 21:59:23.757944	1	0	1
31.46.33.60:21213	2018-08-24 21:59:30.355893	1	0	0
176.117.195.68:21213	2018-08-24 21:59:48.848765	1	0	0
169.56.137.78:8088	2018-08-24 22:01:03.994359	1	0	1
92.242.255.85:21213	2018-08-24 22:01:19.484007	1	0	1
200.124.59.116:53281	2018-08-24 22:01:25.595515	1	0	0
78.108.108.192:21231	2018-08-24 22:01:39.444791	1	0	0
95.67.174.94:8080	2018-08-24 22:02:54.594383	1	0	1
105.22.72.110:8080	2018-08-24 22:03:49.178692	1	0	0
172.92.73.61:53281	2018-08-24 22:04:20.041602	1	0	0
37.247.28.21:21231	2018-08-24 22:04:53.589559	1	0	0
78.156.225.170:41258	2018-08-24 22:05:21.571053	1	0	0
83.144.67.2:21231	2018-08-24 22:05:41.128461	1	0	0
176.99.114.47:6666	2018-08-24 22:06:13.698886	1	0	0
140.227.54.68:3129	2018-08-24 22:08:17.144196	1	0	1
167.99.166.163:8080	2018-08-24 22:08:20.659214	1	0	0
185.133.225.210:21231	2018-08-24 22:08:58.933811	1	0	1
140.227.53.72:3129	2018-08-24 22:11:02.431226	1	0	0
201.16.148.169:8080	2018-08-24 22:11:07.671896	1	0	0
05.197.183.222:8080	2018-08-24 22:12:22.184563	1	0	0
185.133.226.154:21231	2018-08-24 22:12:42.287672	1	0	1
103.80.240.126:8080	2018-08-24 22:12:58.636184	1	0	1
93.179.66.57:8080	2018-08-24 22:13:09.729098	1	0	0
91.241.40.210:41258	2018-08-24 22:13:25.127090	1	0	0
78.188.91.98:21231	2018-08-24 22:14:40.316345	1	0	1
94.101.140.10:21231	2018-08-24 22:15:53.640791	1	0	0
103.88.142.54:21231	2018-08-24 22:16:09.446423	1	0	0
182.55.250.98:80	2018-08-24 22:19:26.620362	1	0	1
183.90.70.134:80	2018-08-24 22:22:54.609269	1	0	1
93.91.196.30:8080	2018-08-24 22:24:42.651715	1	0	1
197.255.216.26:8080	2018-08-24 22:25:57.871362	1	0	1
77.237.15.225:8080	2018-08-24 22:26:06.480306	1	0	0
81.163.57.121:41258	2018-08-24 22:26:24.190846	1	0	0
31.46.33.60:21213	2018-08-24 22:26:30.710038	1	0	0
176.117.195.68:21213	2018-08-24 22:26:40.064903	1	0	0
169.56.137.78:8088	2018-08-24 22:27:55.217714	1	0	1
92.242.255.85:21213	2018-08-24 22:28:22.854240	1	0	0
200.124.59.116:53281	2018-08-24 22:28:28.306309	1	0	0
78.108.108.192:21231	2018-08-24 22:28:53.490189	1	0	0
95.67.174.94:8080	2018-08-24 22:29:20.137505	1	0	1
105.22.72.110:8080	2018-08-24 22:29:32.331744	1	0	0
172.92.73.61:53281	2018-08-24 22:29:51.867436	1	0	0
37.247.28.21:21231	2018-08-24 22:29:56.396648	1	0	0
78.156.225.170:41258	2018-08-24 22:30:07.401494	1	0	0
83.144.67.2:21231	2018-08-24 22:30:27.242291	1	0	0
176.99.114.47:6666	2018-08-24 22:30:38.886912	1	0	0
140.227.54.68:3129	2018-08-24 22:31:29.120819	1	0	0
167.99.166.163:8080	2018-08-24 22:31:32.069133	1	0	0
185.133.225.210:21231	2018-08-24 22:31:40.768290	1	0	0
140.227.53.72:3129	2018-08-24 22:32:47.419532	1	0	0
201.16.148.169:8080	2018-08-24 22:32:52.153721	1	0	0
05.197.183.222:8080	2018-08-24 22:33:01.519241	1	0	0
185.133.226.154:21231	2018-08-24 22:33:19.252208	1	0	0
103.80.240.126:8080	2018-08-24 22:34:03.998828	1	0	1
93.179.66.57:8080	2018-08-24 22:34:27.609302	1	0	1
91.241.40.210:41258	2018-08-24 22:34:40.271646	1	0	0
78.188.91.98:21231	2018-08-24 22:36:05.791802	1	0	1
94.101.140.10:21231	2018-08-24 22:36:15.711566	1	0	0
103.88.142.54:21231	2018-08-24 22:36:28.202344	1	0	0
182.55.250.98:80	2018-08-24 22:39:45.213221	1	0	1
183.90.70.134:80	2018-08-24 22:41:00.399232	1	0	1
93.91.196.30:8080	2018-08-24 22:41:24.832501	1	0	1
197.255.216.26:8080	2018-08-24 22:42:39.995778	1	0	1
77.237.15.225:8080	2018-08-24 22:42:45.604002	1	0	0
81.163.57.121:41258	2018-08-24 22:42:53.936950	1	0	0
31.46.33.60:21213	2018-08-24 22:42:59.922685	1	0	0
176.117.195.68:21213	2018-08-24 22:43:19.367891	1	0	0
169.56.137.78:8088	2018-08-24 22:44:34.508748	1	0	1
92.242.255.85:21213	2018-08-24 22:44:41.783141	1	0	0
200.124.59.116:53281	2018-08-24 22:44:47.421146	1	0	0
78.108.108.192:21231	2018-08-24 22:44:52.650078	1	0	0
95.67.174.94:8080	2018-08-24 22:45:00.705789	1	0	0
105.22.72.110:8080	2018-08-24 22:46:19.958109	1	0	0
172.92.73.61:53281	2018-08-24 22:47:37.485593	1	0	0
37.247.28.21:21231	2018-08-24 22:47:47.198625	1	0	1
78.156.225.170:41258	2018-08-24 22:48:28.964222	1	0	1
83.144.67.2:21231	2018-08-24 22:48:38.567246	1	0	0
176.99.114.47:6666	2018-08-24 22:48:57.440361	1	0	1
140.227.54.68:3129	2018-08-24 22:50:11.616582	1	0	0
167.99.166.163:8080	2018-08-24 22:50:14.777058	1	0	0
185.133.225.210:21231	2018-08-24 22:50:27.357515	1	0	0
140.227.53.72:3129	2018-08-24 22:51:14.963889	1	0	0
201.16.148.169:8080	2018-08-24 22:51:15.278287	1	0	1
05.197.183.222:8080	2018-08-24 22:51:22.107699	1	0	0
185.133.226.154:21231	2018-08-24 22:51:48.448243	1	0	0
103.80.240.126:8080	2018-08-24 22:52:28.173779	1	0	0
93.179.66.57:8080	2018-08-24 22:52:47.326746	1	0	0
91.241.40.210:41258	2018-08-24 22:53:06.289962	1	0	0
78.188.91.98:21231	2018-08-24 22:53:24.719289	1	0	0
94.101.140.10:21231	2018-08-24 22:53:32.687104	1	0	0
103.88.142.54:21231	2018-08-24 22:53:44.565298	1	0	0
182.55.250.98:80	2018-08-24 22:57:00.734346	1	0	1
183.90.70.134:80	2018-08-24 22:58:15.877026	1	0	1
93.91.196.30:8080	2018-08-24 22:59:55.348293	1	0	1
197.255.216.26:8080	2018-08-24 23:01:10.497114	1	0	1
77.237.15.225:8080	2018-08-24 23:01:16.086334	1	0	0
81.163.57.121:41258	2018-08-24 23:01:28.534104	1	0	0
31.46.33.60:21213	2018-08-24 23:01:41.641847	1	0	0
176.117.195.68:21213	2018-08-24 23:02:01.281765	1	0	0
169.56.137.78:8088	2018-08-24 23:03:16.446315	1	0	1
92.242.255.85:21213	2018-08-24 23:03:25.299290	1	0	0
200.124.59.116:53281	2018-08-24 23:03:45.457998	1	0	1
78.108.108.192:21231	2018-08-24 23:03:52.294395	1	0	0
95.67.174.94:8080	2018-08-24 23:04:05.309957	1	0	0
105.22.72.110:8080	2018-08-24 23:04:18.414899	1	0	0
172.92.73.61:53281	2018-08-24 23:04:28.535905	1	0	0
37.247.28.21:21231	2018-08-24 23:04:38.094525	1	0	1
78.156.225.170:41258	2018-08-24 23:04:48.363962	1	0	0
83.144.67.2:21231	2018-08-24 23:05:06.710651	1	0	0
176.99.114.47:6666	2018-08-24 23:05:21.852427	1	0	0
140.227.54.68:3129	2018-08-24 23:06:39.122290	1	0	1
167.99.166.163:8080	2018-08-24 23:06:42.110057	1	0	0
185.133.225.210:21231	2018-08-24 23:06:50.902392	1	0	0
140.227.53.72:3129	2018-08-24 23:08:06.035496	1	0	1
201.16.148.169:8080	2018-08-24 23:08:06.255733	1	0	1
05.197.183.222:8080	2018-08-24 23:08:13.657845	1	0	0
185.133.226.154:21231	2018-08-24 23:08:38.451563	1	0	0
103.80.240.126:8080	2018-08-24 23:09:53.598168	1	0	1
93.179.66.57:8080	2018-08-24 23:10:26.613455	1	0	0
91.241.40.210:41258	2018-08-24 23:10:45.952869	1	0	0
78.188.91.98:21231	2018-08-24 23:11:02.696093	1	0	0
94.101.140.10:21231	2018-08-24 23:11:10.163841	1	0	0
103.88.142.54:21231	2018-08-24 23:11:23.272901	1	0	0
182.55.250.98:80	2018-08-24 23:14:39.096264	1	0	1
183.90.70.134:80	2018-08-24 23:15:54.273146	1	0	1
93.91.196.30:8080	2018-08-24 23:16:08.958804	1	0	1
197.255.216.26:8080	2018-08-24 23:17:24.092147	1	0	1
77.237.15.225:8080	2018-08-24 23:17:32.043411	1	0	0
81.163.57.121:41258	2018-08-24 23:17:44.906322	1	0	0
31.46.33.60:21213	2018-08-24 23:17:51.121975	1	0	0
176.117.195.68:21213	2018-08-24 23:18:05.083156	1	0	0
169.56.137.78:8088	2018-08-24 23:19:20.227778	1	0	1
92.242.255.85:21213	2018-08-24 23:19:26.693560	1	0	0
200.124.59.116:53281	2018-08-24 23:19:46.354499	1	0	1
78.108.108.192:21231	2018-08-24 23:19:59.087838	1	0	0
95.67.174.94:8080	2018-08-24 23:20:22.569263	1	0	1
105.22.72.110:8080	2018-08-24 23:20:42.265914	1	0	0
172.92.73.61:53281	2018-08-24 23:20:49.595493	1	0	0
37.247.28.21:21231	2018-08-24 23:22:18.247088	1	0	0
78.156.225.170:41258	2018-08-24 23:23:33.419024	1	0	1
83.144.67.2:21231	2018-08-24 23:23:44.723651	1	0	0
176.99.114.47:6666	2018-08-24 23:24:21.106978	1	0	0
140.227.54.68:3129	2018-08-24 23:25:16.434728	1	0	0
167.99.166.163:8080	2018-08-24 23:25:19.055941	1	0	0
185.133.225.210:21231	2018-08-24 23:25:20.698405	1	0	1
140.227.53.72:3129	2018-08-24 23:26:13.075146	1	0	0
201.16.148.169:8080	2018-08-24 23:26:13.312406	1	0	1
05.197.183.222:8080	2018-08-24 23:26:20.515587	1	0	0
185.133.226.154:21231	2018-08-24 23:26:28.694049	1	0	0
103.80.240.126:8080	2018-08-24 23:27:43.911114	1	0	1
93.179.66.57:8080	2018-08-24 23:28:55.476680	1	0	0
91.241.40.210:41258	2018-08-24 23:30:10.636314	1	0	1
78.188.91.98:21231	2018-08-24 23:30:22.056165	1	0	0
94.101.140.10:21231	2018-08-24 23:30:28.916700	1	0	0
103.88.142.54:21231	2018-08-24 23:30:52.101640	1	0	0
182.55.250.98:80	2018-08-24 23:34:25.867552	1	0	1
183.90.70.134:80	2018-08-24 23:35:41.029994	1	0	1
93.91.196.30:8080	2018-08-24 23:36:56.227881	1	0	1
197.255.216.26:8080	2018-08-24 23:38:11.352648	1	0	1
77.237.15.225:8080	2018-08-24 23:38:20.323674	1	0	0
81.163.57.121:41258	2018-08-24 23:38:31.602973	1	0	0
31.46.33.60:21213	2018-08-24 23:38:38.999725	1	0	0
176.117.195.68:21213	2018-08-24 23:39:22.196056	1	0	0
169.56.137.78:8088	2018-08-24 23:40:37.350665	1	0	1
92.242.255.85:21213	2018-08-24 23:40:43.517177	1	0	0
200.124.59.116:53281	2018-08-24 23:40:49.540472	1	0	0
78.108.108.192:21231	2018-08-24 23:40:55.753362	1	0	0
95.67.174.94:8080	2018-08-24 23:41:28.178845	1	0	0
105.22.72.110:8080	2018-08-24 23:42:24.709252	1	0	0
172.92.73.61:53281	2018-08-24 23:42:38.423479	1	0	0
37.247.28.21:21231	2018-08-24 23:42:50.287084	1	0	0
78.156.225.170:41258	2018-08-24 23:43:05.503008	1	0	1
83.144.67.2:21231	2018-08-24 23:43:15.995459	1	0	0
176.99.114.47:6666	2018-08-24 23:43:43.549392	1	0	1
140.227.54.68:3129	2018-08-24 23:44:58.675059	1	0	1
167.99.166.163:8080	2018-08-24 23:45:02.083627	1	0	0
185.133.225.210:21231	2018-08-24 23:45:03.307504	1	0	1
140.227.53.72:3129	2018-08-24 23:47:15.326668	1	0	0
201.16.148.169:8080	2018-08-24 23:47:15.534568	1	0	1
05.197.183.222:8080	2018-08-24 23:47:27.827142	1	0	0
185.133.226.154:21231	2018-08-24 23:47:34.655120	1	0	1
103.80.240.126:8080	2018-08-24 23:48:55.445764	1	0	1
